"id","time","view","title","from_user","text","WoC","PROBLEMS","COMP","COMP2","SCI","Justification"
197,"04/12/2013 09:12:46","Populations - Final View","My point of view","u17","I agree that a solution can be education and compromise and that we hace to use everything we learned to show people what is this great problem of overpopulation. I like your conclusion.","D",,,,,
198,"04/12/2013 09:15:37","Populations - Final View","What i think","u11","I agree with what your saying that education is the best solution for the problem is education, but i think that the Overpopulation is not in hands of goberment, as you also said is a compromise of all to our planet.","D",,,,,
199,"04/12/2013 09:14:45","Populations - Final View","Reflexion","u14","I have learned about Overpopulation, Growth Rate, Population Density-Size, and Population Dynamics. The most exciing findings I did, where about the reproduction capacity, and the difference in populations. Some ideas that I post in the firsts views didn't have contributions or answers. I will like to continue working on the the reason why some organisms have a bigger reproduction capacity than others. Probably is very dificult to explain.","R",,,,,
200,"04/12/2013 09:11:07","Populations - Final View","Reflexions","u26","What have I learned in this unit?
I have learned how to chose a promising idea, how to answer in a science way and that some question in science are very difficult to find we have to investigate.
What were the most exciting findings
I think the population because I didn´t knew that 1,000,000 or more babies are born in one second that is very interesting.
Which ideas didn´t get to anything?
well, some of overpopulation that didn´t have many sense in eaht we were working.
Which ideas will I like to continue working on?
if in all days the cities changes in population and all that.","R",,,,,
201,"04/12/2013 09:16:14","Populations - Final View","I agree.","u20","I agree with you. Why if we can do something we don´t yust because we don want????
","D",,,,,
202,"04/12/2013 09:14:17","Populations - Final View","my final test.","u8","I learned in  this period many things,for example:what is a promissing idea,how to identifi a promissing idea,how to use knownledge forum,I learned new things like ehy fish have more babies than us,I learned many nice and interesting things.may most exciting finding was to find the contributions or answers of my classmates, the answers were very interesting and complete.I think all the ideas got an answer and a contribution. I will like to contineu working in promissing ideas.","R",,,,,
203,"04/12/2013 09:17:23","Populations - Final View","My opinion","u4","I don't agree in your conclusion. You may say that overpopulation affects us all, but not directly, just in some cases. In Asia, maybe overpopulation is one of their bigger problems, but in a small tribute in Africa, it isn't. So is the problem affecting us ALL directly like a problem that needs to be fixed or just a inconvenient?","T",,3,3,3,"P"
204,"04/12/2013 09:18:57","Populations - Final View","My reflection","u21","Hi Bodong, in this unit I learn a lot about overpopulation, I learn what are the causes of this hige problem, what will happen with the resouces and the most important for me: some types of solutions like education. Also I learn how to contribute in others contibutions, to make hypotesis and recognice promising ideas. 
In my opinion the most exciting findings was looking for overpopulation in China, bacause I learn about the laws that are in that country with respect overpopulation. ","R",,,,,
205,"04/12/2013 09:23:21","Populations - Final View","Answer To Laura","u28","I agree with you!! Your contribotion is OK, yo answwer all the questions and tell your opinion. I also want to know tha(Why people don't use solutions we did for overpopulation?.","D",,,,,
206,"04/12/2013 09:28:45","Populations - Final View","I agree","u11","I agree with your points of view, about some things that dont have any sense with the topic","D",,,,,
